Country,ISO3 Code,Date,Price (EUR/MWhe)
Slovenia,SVN,01/03/2021,55.94
Spain,ESP,01/03/2021,45.48
Sweden,SWE,01/03/2021,35.9
Switzerland,CHE,01/03/2021,56.17
United Kingdom,GBR,01/03/2021,64.84
Austria,AUT,01/04/2021,60.94
Belgium,BEL,01/04/2021,57.04
Bulgaria,BGR,01/04/2021,61.75
Croatia,HRV,01/04/2021,64.51
Czechia,CZE,01/04/2021,60.28
Denmark,DNK,01/04/2021,47.99
Estonia,EST,01/04/2021,43.69
Finland,FIN,01/04/2021,36.83
France,FRA,01/04/2021,63.15
Germany,DEU,01/04/2021,54.73
Greece,GRC,01/04/2021,64.2
Hungary,HUN,01/04/2021,62.97
Ireland,IRL,01/04/2021,83.93
Italy,ITA,01/04/2021,69.05
Latvia,LVA,01/04/2021,43.69
Lithuania,LTU,01/04/2021,44.81
Luxembourg,LUX,01/04/2021,54.73
Montenegro,MNE,01/04/2021,106.38
Netherlands,NLD,01/04/2021,53.87
North Macedonia,MKD,01/04/2021,104
Norway,NOR,01/04/2021,38.68
Poland,POL,01/04/2021,59.36
Portugal,PRT,01/04/2021,64.98
Romania,ROU,01/04/2021,62.83
Serbia,SRB,01/04/2021,63.62
Slovakia,SVK,01/04/2021,60.69
Slovenia,SVN,01/04/2021,64.51
Spain,ESP,01/04/2021,65.06
Sweden,SWE,01/04/2021,33.67
Switzerland,CHE,01/04/2021,63.67
United Kingdom,GBR,01/04/2021,76.36
Austria,AUT,01/05/2021,55.52
Belgium,BEL,01/05/2021,55.61
Bulgaria,BGR,01/05/2021,60.02
Croatia,HRV,01/05/2021,59.88
Czechia,CZE,01/05/2021,59.29
Denmark,DNK,01/05/2021,54.62
Estonia,EST,01/05/2021,48.36
Finland,FIN,01/05/2021,45.9
France,FRA,01/05/2021,55.25
Germany,DEU,01/05/2021,53.49
Greece,GRC,01/05/2021,63.19
Hungary,HUN,01/05/2021,59.94
Ireland,IRL,01/05/2021,98.35
Italy,ITA,01/05/2021,69.95
Latvia,LVA,01/05/2021,48.36
Lithuania,LTU,01/05/2021,50.38
Luxembourg,LUX,01/05/2021,53.49
Montenegro,MNE,01/05/2021,106.38
Netherlands,NLD,01/05/2021,56.12
North Macedonia,MKD,01/05/2021,104
Norway,NOR,01/05/2021,43.8
Poland,POL,01/05/2021,65.65
Portugal,PRT,01/05/2021,67.18
Romania,ROU,01/05/2021,58.73
Serbia,SRB,01/05/2021,59.89
Slovakia,SVK,01/05/2021,59.78
Slovenia,SVN,01/05/2021,59.87
Spain,ESP,01/05/2021,67.18
Sweden,SWE,01/05/2021,42.91
Switzerland,CHE,01/05/2021,57.8
United Kingdom,GBR,01/05/2021,86.04
Austria,AUT,01/06/2021,74.29
Belgium,BEL,01/06/2021,74.49
Bulgaria,BGR,01/06/2021,77.16
Croatia,HRV,01/06/2021,78.47
Czechia,CZE,01/06/2021,75.14
Denmark,DNK,01/06/2021,73.73
Estonia,EST,01/06/2021,71.81
Finland,FIN,01/06/2021,56.18
France,FRA,01/06/2021,73.55
Germany,DEU,01/06/2021,73.87
Greece,GRC,01/06/2021,83.53
Hungary,HUN,01/06/2021,77.94
Ireland,IRL,01/06/2021,93.56
Italy,ITA,01/06/2021,84.84
Latvia,LVA,01/06/2021,76.36
Lithuania,LTU,01/06/2021,77.79
Luxembourg,LUX,01/06/2021,73.87
Montenegro,MNE,01/06/2021,106.38
Netherlands,NLD,01/06/2021,76.51
North Macedonia,MKD,01/06/2021,104
Norway,NOR,01/06/2021,42.75
Poland,POL,01/06/2021,76.23
Portugal,PRT,01/06/2021,83.3
Romania,ROU,01/06/2021,77.09
Serbia,SRB,01/06/2021,78.69
Slovakia,SVK,01/06/2021,75.81
Slovenia,SVN,01/06/2021,78.47
Spain,ESP,01/06/2021,83.31
Sweden,SWE,01/06/2021,44.6
Switzerland,CHE,01/06/2021,73.61
United Kingdom,GBR,01/06/2021,91.04
Austria,AUT,01/07/2021,83.61
Belgium,BEL,01/07/2021,77.37
Bulgaria,BGR,01/07/2021,95
Croatia,HRV,01/07/2021,93.68
Czechia,CZE,01/07/2021,85
Denmark,DNK,01/07/2021,80.46
Estonia,EST,01/07/2021,83.7
Finland,FIN,01/07/2021,78.79
France,FRA,01/07/2021,78.31
Germany,DEU,01/07/2021,81.5
Greece,GRC,01/07/2021,102.03
Hungary,HUN,01/07/2021,95.15
Ireland,IRL,01/07/2021,143.33
Italy,ITA,01/07/2021,102.7
Latvia,LVA,01/07/2021,88.25
Lithuania,LTU,01/07/2021,88.25
Luxembourg,LUX,01/07/2021,81.5
Montenegro,MNE,01/07/2021,106.38
Netherlands,NLD,01/07/2021,82.58
North Macedonia,MKD,01/07/2021,104
Norway,NOR,01/07/2021,49.32
Poland,POL,01/07/2021,82.34
Portugal,PRT,01/07/2021,92.55
Romania,ROU,01/07/2021,93.84
Serbia,SRB,01/07/2021,95.32
Slovakia,SVK,01/07/2021,86.35
Slovenia,SVN,01/07/2021,93.65
Spain,ESP,01/07/2021,92.37
Sweden,SWE,01/07/2021,58.43
Switzerland,CHE,01/07/2021,80.9
United Kingdom,GBR,01/07/2021,108.97
Austria,AUT,01/08/2021,82.57
Belgium,BEL,01/08/2021,79.55
Bulgaria,BGR,01/08/2021,111.53
Croatia,HRV,01/08/2021,105.63
Czechia,CZE,01/08/2021,84.99
Denmark,DNK,01/08/2021,83.49
Estonia,EST,01/08/2021,87.15
Finland,FIN,01/08/2021,68.14
France,FRA,01/08/2021,77.4
Germany,DEU,01/08/2021,82.18
Greece,GRC,01/08/2021,121.61
Hungary,HUN,01/08/2021,109.06
Ireland,IRL,01/08/2021,131.04
Italy,ITA,01/08/2021,112.57
Latvia,LVA,01/08/2021,87.44
Lithuania,LTU,01/08/2021,87.85
Luxembourg,LUX,01/08/2021,82.18
Montenegro,MNE,01/08/2021,106.38
Netherlands,NLD,01/08/2021,86.66
North Macedonia,MKD,01/08/2021,104
Norway,NOR,01/08/2021,64.54
Poland,POL,01/08/2021,82.4
Portugal,PRT,01/08/2021,106.13
Romania,ROU,01/08/2021,112.74
Serbia,SRB,01/08/2021,109.71
Slovakia,SVK,01/08/2021,85.64
Slovenia,SVN,01/08/2021,105.58
Spain,ESP,01/08/2021,106.08
Sweden,SWE,01/08/2021,67.32
Switzerland,CHE,01/08/2021,82.66
United Kingdom,GBR,01/08/2021,125.34
Austria,AUT,01/09/2021,135.11
Belgium,BEL,01/09/2021,136.15
Bulgaria,BGR,01/09/2021,125.07
Croatia,HRV,01/09/2021,138.6
Czechia,CZE,01/09/2021,129.71
Denmark,DNK,01/09/2021,124.75
Estonia,EST,01/09/2021,122.37
Finland,FIN,01/09/2021,89.3
France,FRA,01/09/2021,135.3
Germany,DEU,01/09/2021,128.98
Greece,GRC,01/09/2021,134.72
Hungary,HUN,01/09/2021,135.13
Ireland,IRL,01/09/2021,195.23
Italy,ITA,01/09/2021,158.74
Latvia,LVA,01/09/2021,123.47
Lithuania,LTU,01/09/2021,123.93
Luxembourg,LUX,01/09/2021,128.98
Montenegro,MNE,01/09/2021,106.38
Netherlands,NLD,01/09/2021,136.39
North Macedonia,MKD,01/09/2021,104
Norway,NOR,01/09/2021,87.02
Poland,POL,01/09/2021,102.24
Portugal,PRT,01/09/2021,156.79
Romania,ROU,01/09/2021,133.92
Serbia,SRB,01/09/2021,135.14
Slovakia,SVK,01/09/2021,132.65
Slovenia,SVN,01/09/2021,138.6
Spain,ESP,01/09/2021,156.4
Sweden,SWE,01/09/2021,89.23
Switzerland,CHE,01/09/2021,138.21
United Kingdom,GBR,01/09/2021,220.54
Austria,AUT,01/10/2021,171.83
Belgium,BEL,01/10/2021,165.37
Bulgaria,BGR,01/10/2021,188.57
Croatia,HRV,01/10/2021,202.73
Czechia,CZE,01/10/2021,140.62
Denmark,DNK,01/10/2021,112.94
Estonia,EST,01/10/2021,105.61
Finland,FIN,01/10/2021,64.85
France,FRA,01/10/2021,172.58
Germany,DEU,01/10/2021,142.22
Greece,GRC,01/10/2021,198.52
Hungary,HUN,01/10/2021,197.29
Ireland,IRL,01/10/2021,213.26
Italy,ITA,01/10/2021,217.66
Latvia,LVA,01/10/2021,106.4
Lithuania,LTU,01/10/2021,108.92
Luxembourg,LUX,01/10/2021,142.22
Montenegro,MNE,01/10/2021,106.38
Netherlands,NLD,01/10/2021,163.81
North Macedonia,MKD,01/10/2021,104
Norway,NOR,01/10/2021,72.34
Poland,POL,01/10/2021,103.23
Portugal,PRT,01/10/2021,199.7
Romania,ROU,01/10/2021,192.32
Serbia,SRB,01/10/2021,201.48
Slovakia,SVK,01/10/2021,151.17
Slovenia,SVN,01/10/2021,202.73
Spain,ESP,01/10/2021,199.67
Sweden,SWE,01/10/2021,61.38
Switzerland,CHE,01/10/2021,198.32
United Kingdom,GBR,01/10/2021,208.46
Austria,AUT,01/11/2021,206.52
Belgium,BEL,01/11/2021,202.17
Bulgaria,BGR,01/11/2021,208.7
Croatia,HRV,01/11/2021,215.96
Czechia,CZE,01/11/2021,180.31
Denmark,DNK,01/11/2021,139.96
Estonia,EST,01/11/2021,116.88
Finland,FIN,01/11/2021,86.05
France,FRA,01/11/2021,217.27
Germany,DEU,01/11/2021,176.28
Greece,GRC,01/11/2021,228.88
Hungary,HUN,01/11/2021,215.91
Ireland,IRL,01/11/2021,201.38
Italy,ITA,01/11/2021,225.99
Latvia,LVA,01/11/2021,125.48
Lithuania,LTU,01/11/2021,127.91
Luxembourg,LUX,01/11/2021,176.28
Montenegro,MNE,01/11/2021,106.38
Netherlands,NLD,01/11/2021,186.3
North Macedonia,MKD,01/11/2021,104
Norway,NOR,01/11/2021,84.05
Poland,POL,01/11/2021,117.8
Portugal,PRT,01/11/2021,193.79
Romania,ROU,01/11/2021,212.55
Serbia,SRB,01/11/2021,218.28
Slovakia,SVK,01/11/2021,185.38
Slovenia,SVN,01/11/2021,215.81
Spain,ESP,01/11/2021,193.72
Sweden,SWE,01/11/2021,80.76
Switzerland,CHE,01/11/2021,226.99
United Kingdom,GBR,01/11/2021,219.34
Austria,AUT,01/12/2021,259.08
Belgium,BEL,01/12/2021,245.43
Bulgaria,BGR,01/12/2021,219.75
Croatia,HRV,01/12/2021,251.76
Czechia,CZE,01/12/2021,228.59
Denmark,DNK,01/12/2021,189.95
Estonia,EST,01/12/2021,202.55
Finland,FIN,01/12/2021,193.27
France,FRA,01/12/2021,274.51
Germany,DEU,01/12/2021,225.08
Greece,GRC,01/12/2021,235.36
Hungary,HUN,01/12/2021,245.7
Ireland,IRL,01/12/2021,253.74
Italy,ITA,01/12/2021,281.01
Latvia,LVA,01/12/2021,207.3
Lithuania,LTU,01/12/2021,212.11
Luxembourg,LUX,01/12/2021,225.08
Montenegro,MNE,01/12/2021,106.38
Netherlands,NLD,01/12/2021,237.8
North Macedonia,MKD,01/12/2021,104
Norway,NOR,01/12/2021,136.54
Poland,POL,01/12/2021,179.38
Portugal,PRT,01/12/2021,239.07
Romania,ROU,01/12/2021,230.14
Serbia,SRB,01/12/2021,246.37
Slovakia,SVK,01/12/2021,231.95
Slovenia,SVN,01/12/2021,252.4
Spain,ESP,01/12/2021,238.97
Sweden,SWE,01/12/2021,156.77
Switzerland,CHE,01/12/2021,282.14
United Kingdom,GBR,01/12/2021,288.48
Austria,AUT,01/01/2022,190.88
Belgium,BEL,01/01/2022,191.56
Bulgaria,BGR,01/01/2022,186.56
Croatia,HRV,01/01/2022,206.9
Czechia,CZE,01/01/2022,179.72
Denmark,DNK,01/01/2022,115.64
Estonia,EST,01/01/2022,141.86
Finland,FIN,01/01/2022,106.83
France,FRA,01/01/2022,211.85
Germany,DEU,01/01/2022,167.81
Greece,GRC,01/01/2022,227.35
Hungary,HUN,01/01/2022,204.92
Ireland,IRL,01/01/2022,198.7
Italy,ITA,01/01/2022,224.49
Latvia,LVA,01/01/2022,143.96
Lithuania,LTU,01/01/2022,146.01
Luxembourg,LUX,01/01/2022,167.81
Montenegro,MNE,01/01/2022,106.38
Netherlands,NLD,01/01/2022,189.24
North Macedonia,MKD,01/01/2022,104
Norway,NOR,01/01/2022,101.6
Poland,POL,01/01/2022,143.99
Portugal,PRT,01/01/2022,201.98
Romania,ROU,01/01/2022,192.15
Serbia,SRB,01/01/2022,209.57
Slovakia,SVK,01/01/2022,194.79
Slovenia,SVN,01/01/2022,206.9
Spain,ESP,01/01/2022,201.8
Sweden,SWE,01/01/2022,88.36
Switzerland,CHE,01/01/2022,219.48
United Kingdom,GBR,01/01/2022,219.28
Austria,AUT,01/02/2022,167.94
Belgium,BEL,01/02/2022,162.64
Bulgaria,BGR,01/02/2022,187.54
Croatia,HRV,01/02/2022,195.5
Czechia,CZE,01/02/2022,155.03
Denmark,DNK,01/02/2022,108.2
Estonia,EST,01/02/2022,104.59
Finland,FIN,01/02/2022,80.85
France,FRA,01/02/2022,185.65
Germany,DEU,01/02/2022,129.86
Greece,GRC,01/02/2022,211.73
Hungary,HUN,01/02/2022,194.29
Ireland,IRL,01/02/2022,172.98
Italy,ITA,01/02/2022,211.76
Latvia,LVA,01/02/2022,104.64
Lithuania,LTU,01/02/2022,104.67
Luxembourg,LUX,01/02/2022,129.86
Montenegro,MNE,01/02/2022,106.38
Netherlands,NLD,01/02/2022,168.29
North Macedonia,MKD,01/02/2022,104
Norway,NOR,01/02/2022,84.5
Poland,POL,01/02/2022,116.81
Portugal,PRT,01/02/2022,200.81
Romania,ROU,01/02/2022,188.25
Serbia,SRB,01/02/2022,198.8
Slovakia,SVK,01/02/2022,171.37
Slovenia,SVN,01/02/2022,195.4
Spain,ESP,01/02/2022,200.31
Sweden,SWE,01/02/2022,65.08
Switzerland,CHE,01/02/2022,208.71
United Kingdom,GBR,01/02/2022,193.98
Austria,AUT,01/03/2022,286.6
Belgium,BEL,01/03/2022,265.51
Bulgaria,BGR,01/03/2022,248.95
Croatia,HRV,01/03/2022,293.44
Czechia,CZE,01/03/2022,259.82
Denmark,DNK,01/03/2022,232.73
Estonia,EST,01/03/2022,151.16
Finland,FIN,01/03/2022,86.63
France,FRA,01/03/2022,295.17
Germany,DEU,01/03/2022,252.07
Greece,GRC,01/03/2022,272.32
Hungary,HUN,01/03/2022,285.23
Ireland,IRL,01/03/2022,292.69
Italy,ITA,01/03/2022,307.97
Latvia,LVA,01/03/2022,167.14
Lithuania,LTU,01/03/2022,170.06
Luxembourg,LUX,01/03/2022,252.07
Montenegro,MNE,01/03/2022,106.38
Netherlands,NLD,01/03/2022,261.03
North Macedonia,MKD,01/03/2022,104
Norway,NOR,01/03/2022,131.92
Poland,POL,01/03/2022,141.33
Portugal,PRT,01/03/2022,283.09
Romania,ROU,01/03/2022,274.1
Serbia,SRB,01/03/2022,291.97
Slovakia,SVK,01/03/2022,279.1
Slovenia,SVN,01/03/2022,293.44
Spain,ESP,01/03/2022,283.19
Sweden,SWE,01/03/2022,108.74
Switzerland,CHE,01/03/2022,306.09
United Kingdom,GBR,01/03/2022,297.45
Austria,AUT,01/04/2022,190.67
Belgium,BEL,01/04/2022,186.72
Bulgaria,BGR,01/04/2022,174.52
Croatia,HRV,01/04/2022,192.69
Czechia,CZE,01/04/2022,174.35
Denmark,DNK,01/04/2022,159.66
Estonia,EST,01/04/2022,100.71
Finland,FIN,01/04/2022,79.42
France,FRA,01/04/2022,232.92
Germany,DEU,01/04/2022,168.78
Greece,GRC,01/04/2022,246.91
Hungary,HUN,01/04/2022,189.45
Ireland,IRL,01/04/2022,222.54
Italy,ITA,01/04/2022,245.79
Latvia,LVA,01/04/2022,109.45
Lithuania,LTU,01/04/2022,116.52
Luxembourg,LUX,01/04/2022,168.78
Montenegro,MNE,01/04/2022,106.38
Netherlands,NLD,01/04/2022,195.31
North Macedonia,MKD,01/04/2022,104
Norway,NOR,01/04/2022,127.8
Poland,POL,01/04/2022,124.27
Portugal,PRT,01/04/2022,192.01
Romania,ROU,01/04/2022,174.8
Serbia,SRB,01/04/2022,191.74
Slovakia,SVK,01/04/2022,183.68
Slovenia,SVN,01/04/2022,192.69
Spain,ESP,01/04/2022,191.52
Sweden,SWE,01/04/2022,83.77
Switzerland,CHE,01/04/2022,227.2
United Kingdom,GBR,01/04/2022,211.27
Austria,AUT,01/05/2022,184.95
Belgium,BEL,01/05/2022,176.67
Bulgaria,BGR,01/05/2022,201.8
Croatia,HRV,01/05/2022,202.06
Czechia,CZE,01/05/2022,189.02
Denmark,DNK,01/05/2022,168.51
Estonia,EST,01/05/2022,151.36
Finland,FIN,01/05/2022,132.35
France,FRA,01/05/2022,197.46
Germany,DEU,01/05/2022,177.04
Greece,GRC,01/05/2022,225.07
Hungary,HUN,01/05/2022,204.87
Ireland,IRL,01/05/2022,141.41
Italy,ITA,01/05/2022,230.04
Latvia,LVA,01/05/2022,164.35
Lithuania,LTU,01/05/2022,164.86
Luxembourg,LUX,01/05/2022,177.04
Montenegro,MNE,01/05/2022,106.38
Netherlands,NLD,01/05/2022,181.4
North Macedonia,MKD,01/05/2022,104
Norway,NOR,01/05/2022,107.34
Poland,POL,01/05/2022,140.64
Portugal,PRT,01/05/2022,187.19
Romania,ROU,01/05/2022,202.28
Serbia,SRB,01/05/2022,205.8
Slovakia,SVK,01/05/2022,194.8
Slovenia,SVN,01/05/2022,202.06
Spain,ESP,01/05/2022,187.16
Sweden,SWE,01/05/2022,95.76
Switzerland,CHE,01/05/2022,197.09
United Kingdom,GBR,01/05/2022,148.13
Austria,AUT,01/06/2022,227.51
Belgium,BEL,01/06/2022,219.29
Bulgaria,BGR,01/06/2022,223.16
Croatia,HRV,01/06/2022,245.58
Czechia,CZE,01/06/2022,224.96
Denmark,DNK,01/06/2022,214.16
Estonia,EST,01/06/2022,173.74
Finland,FIN,01/06/2022,140.33
France,FRA,01/06/2022,248.73
Germany,DEU,01/06/2022,218.17
Greece,GRC,01/06/2022,240.83
Hungary,HUN,01/06/2022,237.06
Ireland,IRL,01/06/2022,180.39
Italy,ITA,01/06/2022,271.67
Latvia,LVA,01/06/2022,218.52
Lithuania,LTU,01/06/2022,223.38
Luxembourg,LUX,01/06/2022,218.17
Montenegro,MNE,01/06/2022,106.38
Netherlands,NLD,01/06/2022,210.7
North Macedonia,MKD,01/06/2022,104
Norway,NOR,01/06/2022,105.17
Poland,POL,01/06/2022,185.27
Portugal,PRT,01/06/2022,169.63
Romania,ROU,01/06/2022,230.49
Serbia,SRB,01/06/2022,242.67
Slovakia,SVK,01/06/2022,235.8
Slovenia,SVN,01/06/2022,246.11
Spain,ESP,01/06/2022,169.43
Sweden,SWE,01/06/2022,114.26
Switzerland,CHE,01/06/2022,255.18
United Kingdom,GBR,01/06/2022,187.08
Austria,AUT,01/07/2022,361.75
Belgium,BEL,01/07/2022,321.55
Bulgaria,BGR,01/07/2022,323.4
Croatia,HRV,01/07/2022,375.56
Czechia,CZE,01/07/2022,319.64
Denmark,DNK,01/07/2022,259.54
Estonia,EST,01/07/2022,233.69
Finland,FIN,01/07/2022,183.92
France,FRA,01/07/2022,400.95
Germany,DEU,01/07/2022,317.03
Greece,GRC,01/07/2022,338.32
Hungary,HUN,01/07/2022,371.23
Ireland,IRL,01/07/2022,267.21
Italy,ITA,01/07/2022,441.77
Latvia,LVA,01/07/2022,304.98
Lithuania,LTU,01/07/2022,305.38
Luxembourg,LUX,01/07/2022,317.03
Montenegro,MNE,01/07/2022,106.38
Netherlands,NLD,01/07/2022,306.86
North Macedonia,MKD,01/07/2022,104
Norway,NOR,01/07/2022,129.21
Poland,POL,01/07/2022,220.08
Portugal,PRT,01/07/2022,143.83
Romania,ROU,01/07/2022,367.31
Serbia,SRB,01/07/2022,384.27
Slovakia,SVK,01/07/2022,368.43
Slovenia,SVN,01/07/2022,374.96
Spain,ESP,01/07/2022,142.68
Sweden,SWE,01/07/2022,74.92
Switzerland,CHE,01/07/2022,383.27
United Kingdom,GBR,01/07/2022,286.35
Austria,AUT,01/08/2022,488.27
Belgium,BEL,01/08/2022,448.12
Bulgaria,BGR,01/08/2022,433.22
Croatia,HRV,01/08/2022,494.05
Czechia,CZE,01/08/2022,476.73
Denmark,DNK,01/08/2022,454.43
Estonia,EST,01/08/2022,360.7
Finland,FIN,01/08/2022,261.53
France,FRA,01/08/2022,493.08
Germany,DEU,01/08/2022,463.59
Greece,GRC,01/08/2022,436.76
Hungary,HUN,01/08/2022,495.65
Ireland,IRL,01/08/2022,383.32
Italy,ITA,01/08/2022,543.55
Latvia,LVA,01/08/2022,467.09
Lithuania,LTU,01/08/2022,480.5
Luxembourg,LUX,01/08/2022,463.59
Montenegro,MNE,01/08/2022,106.38
Netherlands,NLD,01/08/2022,447.25
North Macedonia,MKD,01/08/2022,104
Norway,NOR,01/08/2022,245.94
Poland,POL,01/08/2022,268.88
Portugal,PRT,01/08/2022,157.36
Romania,ROU,01/08/2022,490.8
Serbia,SRB,01/08/2022,492.45
Slovakia,SVK,01/08/2022,492.47
Slovenia,SVN,01/08/2022,494.38
Spain,ESP,01/08/2022,154.99
Sweden,SWE,01/08/2022,189
Switzerland,CHE,01/08/2022,488.14
United Kingdom,GBR,01/08/2022,438.03
Austria,AUT,01/09/2022,396.32
Belgium,BEL,01/09/2022,345.73
Bulgaria,BGR,01/09/2022,375.13
Croatia,HRV,01/09/2022,391.73
Czechia,CZE,01/09/2022,364.45
Denmark,DNK,01/09/2022,336.73
Estonia,EST,01/09/2022,229.42
Finland,FIN,01/09/2022,215.46
France,FRA,01/09/2022,393.39
Germany,DEU,01/09/2022,352.81
Greece,GRC,01/09/2022,416.41
Hungary,HUN,01/09/2022,390.42
Ireland,IRL,01/09/2022,292.98
Italy,ITA,01/09/2022,429.25
Latvia,LVA,01/09/2022,351.48
Lithuania,LTU,01/09/2022,359.38
Luxembourg,LUX,01/09/2022,352.81
Montenegro,MNE,01/09/2022,106.38
Netherlands,NLD,01/09/2022,340.89
North Macedonia,MKD,01/09/2022,104
Norway,NOR,01/09/2022,236.96
Poland,POL,01/09/2022,175.5
Portugal,PRT,01/09/2022,141.1
Romania,ROU,01/09/2022,377.92
Serbia,SRB,01/09/2022,395.1
Slovakia,SVK,01/09/2022,386.52
Slovenia,SVN,01/09/2022,394.49
Spain,ESP,01/09/2022,140.92
Sweden,SWE,01/09/2022,189.94
Switzerland,CHE,01/09/2022,403.79
United Kingdom,GBR,01/09/2022,309.95
Austria,AUT,01/10/2022,176.5
Belgium,BEL,01/10/2022,157.51
Bulgaria,BGR,01/10/2022,205.92
Croatia,HRV,01/10/2022,196.69
Czechia,CZE,01/10/2022,168.04
Denmark,DNK,01/10/2022,137.08
Estonia,EST,01/10/2022,174.15
Finland,FIN,01/10/2022,113.21
France,FRA,01/10/2022,178.89
Germany,DEU,01/10/2022,155.3
Greece,GRC,01/10/2022,232.16
Hungary,HUN,01/10/2022,193.91
Ireland,IRL,01/10/2022,133.04
Italy,ITA,01/10/2022,211.16
Latvia,LVA,01/10/2022,189.16
Lithuania,LTU,01/10/2022,189.21
Luxembourg,LUX,01/10/2022,155.3
Montenegro,MNE,01/10/2022,106.38
Netherlands,NLD,01/10/2022,155.51
North Macedonia,MKD,01/10/2022,104
Norway,NOR,01/10/2022,89.01
Poland,POL,01/10/2022,134.12
Portugal,PRT,01/10/2022,127.22
Romania,ROU,01/10/2022,206.01
Serbia,SRB,01/10/2022,204.57
Slovakia,SVK,01/10/2022,188.29
Slovenia,SVN,01/10/2022,196.89
Spain,ESP,01/10/2022,127.22
Sweden,SWE,01/10/2022,69.04
Switzerland,CHE,01/10/2022,183.97
United Kingdom,GBR,01/10/2022,136.05
Austria,AUT,01/11/2022,211.79
Belgium,BEL,01/11/2022,180.7
Bulgaria,BGR,01/11/2022,220.23
Croatia,HRV,01/11/2022,219.66
Czechia,CZE,01/11/2022,197.08
Denmark,DNK,01/11/2022,141.9
Estonia,EST,01/11/2022,219.23
Finland,FIN,01/11/2022,195.62
France,FRA,01/11/2022,192.16
Germany,DEU,01/11/2022,173.2
Greece,GRC,01/11/2022,227.84
Hungary,HUN,01/11/2022,223.01
Ireland,IRL,01/11/2022,137.04
Italy,ITA,01/11/2022,224.79
Latvia,LVA,01/11/2022,226.68
Lithuania,LTU,01/11/2022,226.87
Luxembourg,LUX,01/11/2022,173.2
Montenegro,MNE,01/11/2022,106.38
Netherlands,NLD,01/11/2022,179.48
North Macedonia,MKD,01/11/2022,104
Norway,NOR,01/11/2022,88.73
Poland,POL,01/11/2022,170.95
Portugal,PRT,01/11/2022,115.4
Romania,ROU,01/11/2022,222.54
Serbia,SRB,01/11/2022,216.65
Slovakia,SVK,01/11/2022,215.85
Slovenia,SVN,01/11/2022,222.73
Spain,ESP,01/11/2022,115.57
Sweden,SWE,01/11/2022,119.37
Switzerland,CHE,01/11/2022,219.34
United Kingdom,GBR,01/11/2022,159.8
Austria,AUT,01/12/2022,266.04
Belgium,BEL,01/12/2022,268.88
Bulgaria,BGR,01/12/2022,246.56
Croatia,HRV,01/12/2022,246.37
Czechia,CZE,01/12/2022,250.42
Denmark,DNK,01/12/2022,248.97
Estonia,EST,01/12/2022,263.05
Finland,FIN,01/12/2022,245.6
France,FRA,01/12/2022,270.49
Germany,DEU,01/12/2022,250.71
Greece,GRC,01/12/2022,276.97
Hungary,HUN,01/12/2022,260.78
Ireland,IRL,01/12/2022,279.75
Italy,ITA,01/12/2022,294.82
Latvia,LVA,01/12/2022,263.51
Lithuania,LTU,01/12/2022,263.88
Luxembourg,LUX,01/12/2022,250.71
Montenegro,MNE,01/12/2022,106.38
Netherlands,NLD,01/12/2022,258.49
North Macedonia,MKD,01/12/2022,104
Norway,NOR,01/12/2022,217.45
Poland,POL,01/12/2022,173.55
Portugal,PRT,01/12/2022,96.35
Romania,ROU,01/12/2022,247.59
Serbia,SRB,01/12/2022,241.43
Slovakia,SVK,01/12/2022,257.7
Slovenia,SVN,01/12/2022,264.25
Spain,ESP,01/12/2022,96.75
Sweden,SWE,01/12/2022,235.2
Switzerland,CHE,01/12/2022,279.69
United Kingdom,GBR,01/12/2022,287.79
Austria,AUT,01/01/2023,143.56
Belgium,BEL,01/01/2023,130.87
Bulgaria,BGR,01/01/2023,136.3
Croatia,HRV,01/01/2023,136.98
Czechia,CZE,01/01/2023,134.81
Denmark,DNK,01/01/2023,107.56
Estonia,EST,01/01/2023,99.38
Finland,FIN,01/01/2023,78.87
France,FRA,01/01/2023,132.33
Germany,DEU,01/01/2023,117.22
Greece,GRC,01/01/2023,191.66
Hungary,HUN,01/01/2023,148.8
Ireland,IRL,01/01/2023,163.69
Italy,ITA,01/01/2023,174.44
Latvia,LVA,01/01/2023,99.85
Lithuania,LTU,01/01/2023,103.17
Luxembourg,LUX,01/01/2023,117.22
Montenegro,MNE,01/01/2023,106.38
Netherlands,NLD,01/01/2023,126.13
North Macedonia,MKD,01/01/2023,104
Norway,NOR,01/01/2023,97.32
Poland,POL,01/01/2023,132.59
Portugal,PRT,01/01/2023,69.53
Romania,ROU,01/01/2023,136.3
Serbia,SRB,01/01/2023,135.96
Slovakia,SVK,01/01/2023,146.58
Slovenia,SVN,01/01/2023,146.65
Spain,ESP,01/01/2023,69.73
Sweden,SWE,01/01/2023,80.98
Switzerland,CHE,01/01/2023,157.46
United Kingdom,GBR,01/01/2023,149.67
Austria,AUT,01/02/2023,144.9
Belgium,BEL,01/02/2023,143.51
Bulgaria,BGR,01/02/2023,142.37
Croatia,HRV,01/02/2023,145.24
Czechia,CZE,01/02/2023,139.25
Denmark,DNK,01/02/2023,111.37
Estonia,EST,01/02/2023,113.09
Finland,FIN,01/02/2023,80.04
France,FRA,01/02/2023,148.78
Germany,DEU,01/02/2023,127.81
Greece,GRC,01/02/2023,156.25
Hungary,HUN,01/02/2023,146.27
Ireland,IRL,01/02/2023,156.59
Italy,ITA,01/02/2023,161.03
